dwa_id,seniority_group,gamma_hat_Post,E_k_Theory
4.A.1.a.1.I02.D07,3,-0.03457955888084238,0.8
4.A.1.a.1.I02.D07,4,-0.017421491772122197,0.8
4.A.1.a.1.I02.D07,5,-0.01713950219534555,0.8
4.A.1.a.1.I02.D08,1,0.08675190040663744,0.5526315789473685
4.A.1.a.1.I02.D08,2,0.01918662116827757,0.5526315789473685
4.A.1.a.1.I02.D08,3,0.008177982330391473,0.5526315789473685
4.A.1.a.1.I02.D08,4,-0.01108585114336763,0.5526315789473685
4.A.1.a.1.I02.D08,5,-0.005578884178541296,0.5526315789473685
4.A.1.a.1.I02.D09,1,-0.040194961886810654,0.43478260869565216
4.A.1.a.1.I02.D09,2,-0.007158372583400065,0.43478260869565216
4.A.1.a.1.I02.D09,3,-0.051876030607788885,0.43478260869565216
4.A.1.a.1.I02.D09,4,0.0011797239630307798,0.43478260869565216
4.A.1.a.1.I02.D09,5,-0.04865699223505969,0.43478260869565216
4.A.1.a.1.I02.D10,1,0.0008265696681934955,0.5666666666666667
4.A.1.a.1.I02.D10,2,-0.013265263712007702,0.5666666666666667
4.A.1.a.1.I02.D10,3,-0.010764379678896187,0.5666666666666667
4.A.1.a.1.I02.D10,4,-0.05213157855003603,0.5666666666666667
4.A.1.a.1.I02.D11,1,-0.006013429973646266,0.527027027027027
4.A.1.a.1.I02.D11,2,0.004251468591399988,0.527027027027027
4.A.1.a.1.I02.D11,3,0.042755288604313865,0.527027027027027
4.A.1.a.1.I02.D11,4,-0.05889773770518239,0.527027027027027
4.A.1.a.1.I02.D13,1,0.03011543848668728,0.2916666666666667
4.A.1.a.1.I02.D13,2,-0.005156377017190725,0.2916666666666667
4.A.1.a.1.I02.D14,1,0.023792613037482518,0.5384615384615384
4.A.1.a.1.I02.D14,2,0.018293166153909406,0.5384615384615384
4.A.1.a.1.I02.D14,3,0.0070571918068169405,0.5384615384615384
4.A.1.a.1.I02.D14,4,-0.036868131351990005,0.5384615384615384
4.A.1.a.1.I02.D14,5,-0.015575674849589815,0.5384615384615384
4.A.1.a.1.I02.D15,1,-0.03551005286408318,0.5
4.A.1.a.1.I02.D15,2,-0.044066514831585996,0.5
4.A.1.a.1.I02.D15,3,-0.060972039742918455,0.5
4.A.1.a.1.I02.D15,4,-0.06019399254619365,0.5
4.A.1.a.1.I02.D15,5,-0.04105368692791377,0.5
4.A.1.a.1.I02.D16,1,-0.024577578178143152,0.9
4.A.1.a.1.I02.D16,2,-0.004886310261761954,0.9
4.A.1.a.1.I02.D16,3,-0.04133059532905817,0.9
4.A.1.a.1.I02.D16,4,-0.004126525903668834,0.9
4.A.1.a.1.I02.D16,5,-0.0018790431793037454,0.9
4.A.1.a.1.I03.D01,1,0.004051479087524259,0.4
4.A.1.a.1.I03.D01,2,0.013303256302647568,0.4
4.A.1.a.1.I03.D01,3,0.0008077707874739273,0.4
4.A.1.a.1.I03.D01,4,-0.0057444439192344265,0.4
4.A.1.a.1.I03.D02,2,0.041426372960867944,0.21428571428571427
4.A.1.a.1.I03.D03,1,-0.009518114762532935,0.42857142857142855
4.A.1.a.1.I03.D03,2,0.060739058507794895,0.42857142857142855
4.A.1.a.1.I03.D03,3,-0.07837203262278156,0.42857142857142855
4.A.1.a.1.I03.D03,4,0.005251458628629722,0.42857142857142855
4.A.1.a.1.I03.D03,5,0.05023263957180064,0.42857142857142855
4.A.1.a.1.I03.D04,1,0.004299140057606992,0.41304347826086957
4.A.1.a.1.I03.D04,2,0.006603789526842097,0.41304347826086957
4.A.1.a.1.I03.D04,3,-0.011403174651254244,0.41304347826086957
4.A.1.a.1.I03.D04,4,-0.003096471145673592,0.41304347826086957
4.A.1.a.1.I03.D04,5,-0.01649914515733227,0.41304347826086957
4.A.1.a.1.I03.D05,2,0.046106121174597364,0.5
4.A.1.a.1.I03.D05,3,0.05096982368588962,0.5
4.A.1.a.1.I03.D05,4,-0.02990829339771781,0.5
4.A.1.a.1.I03.D07,1,0.01028880508667029,0.36666666666666664
4.A.1.a.1.I03.D07,2,0.09880814340427506,0.36666666666666664
4.A.1.a.1.I04.D01,1,-0.009718299396581406,0.4444444444444444
4.A.1.a.1.I04.D01,2,0.04129854103060568,0.4444444444444444
4.A.1.a.1.I04.D01,3,0.04062495323537813,0.4444444444444444
4.A.1.a.1.I04.D01,4,0.048986419480301774,0.4444444444444444
4.A.1.a.1.I04.D01,5,0.03246063060240193,0.4444444444444444
4.A.1.a.1.I04.D04,1,-0.049909964754472576,0.5
4.A.1.a.1.I04.D04,2,-0.06603324075509703,0.5
4.A.1.a.1.I04.D04,3,-0.12103285250779666,0.5
4.A.1.a.1.I04.D04,4,-0.07246710900333399,0.5
4.A.1.a.1.I04.D04,5,-0.04952064517460148,0.5
4.A.1.a.1.I04.D05,2,-0.04223388537275198,0.625
4.A.1.a.1.I04.D07,1,-0.026907937227742398,0.675
4.A.1.a.1.I04.D07,2,-0.023125961527046462,0.675
4.A.1.a.1.I04.D07,3,-0.030836677642265095,0.675
4.A.1.a.1.I04.D07,4,-0.017073982510248015,0.675
4.A.1.a.1.I04.D07,5,0.030092372969383805,0.675
4.A.1.a.1.I04.D08,1,0.10553033402954688,0.55
4.A.1.a.1.I04.D08,2,0.007235866480529102,0.55
4.A.1.a.1.I04.D08,3,0.08574549538538971,0.55
4.A.1.a.1.I04.D08,4,-0.011541951183869437,0.55
4.A.1.a.1.I05.D01,1,0.06938583911583088,0.5
4.A.1.a.1.I05.D01,2,0.03860467235158508,0.5
4.A.1.a.1.I05.D01,3,0.04087822773650683,0.5
4.A.1.a.1.I05.D01,4,0.02198786404587516,0.5
4.A.1.a.1.I05.D01,5,0.0450755284136827,0.5
4.A.1.a.1.I05.D02,1,0.06566183473077271,0.5
4.A.1.a.1.I05.D02,2,0.018120282818092096,0.5
4.A.1.a.1.I05.D02,3,0.000695697900071582,0.5
4.A.1.a.1.I05.D02,4,0.014073897438756625,0.5
4.A.1.a.1.I05.D02,5,0.03761932458017804,0.5
4.A.1.a.1.I06.D04,2,-0.012036496157844169,0.45
4.A.1.a.1.I06.D04,3,-0.03327813060610312,0.45
4.A.1.a.1.I06.D04,4,0.009548019043720352,0.45
4.A.1.a.1.I06.D04,5,-0.004288008457304241,0.45
4.A.1.a.1.I07.D01,1,-0.003785709400921073,0.5
4.A.1.a.1.I07.D01,2,-0.016696656836446087,0.5
4.A.1.a.1.I07.D01,3,0.0009141600477143093,0.5
4.A.1.a.1.I07.D01,4,0.023675984028964255,0.5
4.A.1.a.1.I07.D01,5,0.03128647338656771,0.5
4.A.1.a.1.I09.D02,2,-0.007970271958703444,0.3
4.A.1.a.1.I09.D02,3,0.022254460442159427,0.3
4.A.1.a.1.I09.D02,4,0.01267913716531406,0.3
4.A.1.a.1.I09.D02,5,0.02253212348028402,0.3
4.A.1.a.1.I10.D05,2,-0.006315931529752966,0.5
4.A.1.a.1.I10.D05,3,0.048702031850582625,0.5
4.A.1.a.1.I10.D05,4,-0.03234026821872994,0.5
4.A.1.a.1.I10.D06,5,0.005805008134917927,0.5
4.A.1.a.1.I12.D02,1,0.022763043626292105,0.5263157894736842
4.A.1.a.1.I12.D02,2,-0.011992130970799746,0.5263157894736842
4.A.1.a.1.I12.D02,3,0.1169021325063089,0.5263157894736842
4.A.1.a.1.I12.D02,4,0.07163780458460883,0.5263157894736842
4.A.1.a.1.I12.D03,1,0.10026410639854683,0.34782608695652173
4.A.1.a.1.I12.D03,2,0.009125523612681714,0.34782608695652173
4.A.1.a.1.I12.D03,3,0.12464603668616046,0.34782608695652173
4.A.1.a.1.I12.D03,4,-0.015757673793088685,0.34782608695652173
4.A.1.a.1.I12.D03,5,0.09197237568608145,0.34782608695652173
4.A.1.a.1.I12.D04,1,0.032041227780241835,0.35
4.A.1.a.1.I12.D04,3,0.06449739055677323,0.35
4.A.1.a.1.I12.D04,4,0.0022739438786007326,0.35
4.A.1.a.1.I14.D01,2,-0.018998915578730558,0.5
4.A.1.a.1.I14.D01,3,-0.024624976795142348,0.5
4.A.1.a.1.I14.D01,4,0.011541757114685372,0.5
4.A.1.a.1.I14.D01,5,-0.013159597085178134,0.5
4.A.1.a.1.I14.D02,1,0.009842313960837602,0.42105263157894735
4.A.1.a.1.I14.D02,2,6.772907303362104e-05,0.42105263157894735
4.A.1.a.1.I14.D02,3,-0.02519834695866873,0.42105263157894735
4.A.1.a.1.I14.D02,4,0.009418337494593013,0.42105263157894735
4.A.1.a.1.I14.D02,5,0.011044718584861973,0.42105263157894735
4.A.1.a.1.I14.D03,1,-0.016658568850096048,0.6
4.A.1.a.1.I14.D03,2,-0.025758452865538073,0.6
4.A.1.a.1.I14.D03,3,-0.030130713807216367,0.6
4.A.1.a.1.I14.D03,4,-0.022235032526143103,0.6
4.A.1.a.1.I14.D03,5,-0.008810141962500639,0.6
4.A.1.a.1.I14.D04,2,-0.0615224979082737,0.4375
4.A.1.a.1.I14.D04,3,-0.03953695015747842,0.4375
4.A.1.a.1.I14.D04,4,-0.002870847450829203,0.4375
4.A.1.a.1.I14.D04,5,0.0025905260664886385,0.4375
4.A.1.a.1.I15.D02,2,-2.3389106507306265e-06,0.4166666666666667
4.A.1.a.1.I15.D02,3,0.03297537770110169,0.4166666666666667
4.A.1.a.1.I15.D02,4,0.02409954981214583,0.4166666666666667
4.A.1.a.1.I15.D02,5,-0.006940167477310074,0.4166666666666667
4.A.1.a.1.I16.D01,2,-0.07449775195462277,0.5
4.A.1.a.1.I16.D01,3,0.06580778199074809,0.5
4.A.1.a.1.I16.D01,4,0.017956008756902724,0.5
4.A.1.a.1.I16.D01,5,0.07749127896065931,0.5
4.A.1.a.1.I16.D02,2,-0.0634661199165616,0.46153846153846156
4.A.1.a.1.I16.D02,3,0.07250991089648307,0.46153846153846156
4.A.1.a.1.I16.D02,4,-0.0026692312996316413,0.46153846153846156
4.A.1.a.1.I16.D02,5,0.07224848858488675,0.46153846153846156
4.A.1.a.1.I16.D03,5,0.02327667646025962,0.5
4.A.1.a.1.I16.D04,1,0.030505997816257863,0.4583333333333333
4.A.1.a.1.I16.D04,2,0.0058232061478106535,0.4583333333333333
4.A.1.a.1.I16.D04,3,0.05819109863816965,0.4583333333333333
4.A.1.a.1.I16.D06,1,0.028828620656420785,0.4444444444444444
4.A.1.a.1.I16.D06,2,0.017786469580570126,0.4444444444444444
4.A.1.a.1.I17.D03,1,-0.017986492022492105,0.1875
4.A.1.a.1.I18.D03,1,0.1048562368730087,0.5384615384615384
4.A.1.a.1.I18.D03,2,0.010054529575513524,0.5384615384615384
4.A.1.a.1.I18.D03,3,0.056526751575132365,0.5384615384615384
4.A.1.a.1.I18.D03,4,-0.013895631262383214,0.5384615384615384
4.A.1.a.1.I18.D03,5,0.016574089986594393,0.5384615384615384
4.A.1.a.1.I19.D01,2,0.017016256964993183,0.4880952380952381
4.A.1.a.1.I19.D01,3,0.03935687510063744,0.4880952380952381
4.A.1.a.1.I19.D01,4,0.014214320873830684,0.4880952380952381
4.A.1.a.1.I19.D01,5,0.017834419444955417,0.4880952380952381
4.A.1.a.1.I20.D02,2,-0.026364455592147052,0.6
4.A.1.a.1.I20.D02,3,0.039778732788883865,0.6
4.A.1.a.1.I20.D02,4,0.019936420606260885,0.6
4.A.1.a.1.I20.D02,5,0.025936635155078047,0.6
4.A.1.a.1.I20.D04,1,0.010474825971887862,0.575
4.A.1.a.1.I20.D04,2,-0.0013079603464555688,0.575
4.A.1.a.1.I20.D04,3,-0.02878173309747203,0.575
4.A.1.a.1.I20.D04,4,-0.013374033678636139,0.575
4.A.1.a.1.I20.D04,5,-0.0005486776576186015,0.575
4.A.1.a.1.I20.D07,1,0.16305979336121845,0.5
4.A.1.a.1.I20.D07,2,0.014225828720180987,0.5
4.A.1.a.1.I20.D07,3,0.026506616389835994,0.5
4.A.1.a.1.I20.D07,4,-0.012836386451797441,0.5
4.A.1.a.1.I20.D07,5,0.030184393158511427,0.5
4.A.1.a.1.I20.D08,1,-0.041110604763118654,0.5
4.A.1.a.1.I20.D08,2,-0.044562744995331756,0.5
4.A.1.a.1.I20.D08,3,-0.05479009541529239,0.5
4.A.1.a.1.I20.D08,4,-0.02755593201615926,0.5
4.A.1.a.1.I20.D08,5,-0.015199800065358239,0.5
4.A.1.a.1.I22.D01,2,0.04360189957908412,0.35714285714285715
4.A.1.a.1.I22.D01,3,0.012839018263399024,0.35714285714285715
4.A.1.a.1.I22.D01,4,-0.018950844572869573,0.35714285714285715
4.A.1.a.1.I22.D01,5,0.006897286111190841,0.35714285714285715
4.A.1.a.1.I22.D02,1,-0.058620762941279075,0.5
4.A.1.a.1.I22.D02,2,-0.05045726519597591,0.5
4.A.1.a.1.I22.D02,3,-0.009285604460037379,0.5
4.A.1.a.1.I22.D02,4,-0.05966762750647257,0.5
4.A.1.a.1.I23.D01,1,-0.010097189202441771,0.5
4.A.1.a.1.I23.D01,2,0.0026752661384341746,0.5
4.A.1.a.1.I23.D01,3,-0.01611108781372584,0.5
4.A.1.a.1.I23.D01,4,-0.010779815333165254,0.5
4.A.1.a.1.I23.D01,5,-0.013331177718100736,0.5
4.A.1.a.1.I23.D03,1,-0.03971032160644223,0.5
4.A.1.a.1.I23.D03,2,-0.07365869034411449,0.5
4.A.1.a.1.I23.D03,3,-0.13810762682012578,0.5
4.A.1.a.1.I23.D03,4,-0.08541866363844293,0.5
4.A.1.a.1.I23.D03,5,-0.05834732332315781,0.5
4.A.1.a.1.I23.D05,2,0.05478446828664503,0.25
4.A.1.a.1.I23.D06,1,0.027238097993732332,0.4
4.A.1.a.1.I23.D07,2,-0.12778652939221474,0.375
4.A.1.a.1.I23.D07,3,-0.05159557536047699,0.375
4.A.1.a.1.I23.D07,4,0.009915981071547883,0.375
4.A.1.a.1.I23.D07,5,0.03446419487050341,0.375
4.A.1.a.1.I23.D08,1,0.027034945478181374,0.18181818181818182
4.A.1.a.1.I23.D08,2,0.0756736471084712,0.18181818181818182
4.A.1.a.1.I23.D08,3,0.05417382419455625,0.18181818181818182
4.A.1.a.1.I23.D08,4,0.017195496901866916,0.18181818181818182
4.A.1.a.1.I23.D08,5,-0.005935917269915729,0.18181818181818182
4.A.1.a.1.I23.D09,1,0.0033508013923657675,0.3333333333333333
4.A.1.a.1.I23.D09,2,0.004652478757287249,0.3333333333333333
4.A.1.a.1.I23.D09,3,-0.010250111556921696,0.3333333333333333
4.A.1.a.1.I23.D09,4,-0.005199146667833138,0.3333333333333333
4.A.1.a.1.I23.D09,5,-0.021304895911428045,0.3333333333333333
4.A.1.a.2.I01.D01,3,0.03991526268432096,0.5
4.A.1.a.2.I01.D01,4,0.009803248705178798,0.5
4.A.1.a.2.I01.D01,5,0.015486229813578155,0.5
4.A.1.a.2.I01.D02,1,-0.0032490122496343474,0.08333333333333333
4.A.1.a.2.I01.D05,1,-0.029670851181037763,0.1
4.A.1.a.2.I01.D05,2,-0.005088042717984711,0.1
4.A.1.a.2.I01.D05,3,0.0024021843724533146,0.1
4.A.1.a.2.I01.D05,4,-0.046267372219340894,0.1
4.A.1.a.2.I01.D05,5,-0.015369265445102571,0.1
4.A.1.a.2.I01.D06,1,0.016674752818195453,0.045454545454545456
4.A.1.a.2.I01.D06,2,0.00016277589779006735,0.045454545454545456
4.A.1.a.2.I01.D06,3,-0.024076822554522363,0.045454545454545456
4.A.1.a.2.I01.D06,4,-0.024126463080164324,0.045454545454545456
4.A.1.a.2.I01.D07,1,-0.02383134957080466,0.05555555555555555
4.A.1.a.2.I01.D07,2,-0.02174686274206922,0.05555555555555555
4.A.1.a.2.I01.D07,3,-0.030231671361149102,0.05555555555555555
4.A.1.a.2.I01.D07,4,-0.04114973097007466,0.05555555555555555
4.A.1.a.2.I01.D08,1,-0.015789073925202055,0.5
4.A.1.a.2.I01.D08,2,-0.04582068374302068,0.5
4.A.1.a.2.I01.D08,3,-0.009062136779140246,0.5
4.A.1.a.2.I01.D08,4,-0.011634749145642533,0.5
4.A.1.a.2.I01.D08,5,-0.018702080553348113,0.5
4.A.1.a.2.I01.D09,1,0.017714008074536446,0.125
4.A.1.a.2.I01.D10,1,-0.014019471736983095,0.15384615384615385
4.A.1.a.2.I01.D10,2,-0.0023077899454990824,0.15384615384615385
4.A.1.a.2.I01.D10,3,0.00704302824150521,0.15384615384615385
4.A.1.a.2.I01.D10,4,-0.057197641323041365,0.15384615384615385
4.A.1.a.2.I01.D11,1,-0.0026716513108504597,0.0
4.A.1.a.2.I01.D11,2,-0.001745972433503265,0.0
4.A.1.a.2.I01.D11,3,0.00868087819530408,0.0
4.A.1.a.2.I01.D13,1,0.00481017278947421,0.20833333333333334
4.A.1.a.2.I01.D13,2,0.01505002356130172,0.20833333333333334
4.A.1.a.2.I01.D13,3,-0.007971088437983874,0.20833333333333334
4.A.1.a.2.I01.D13,4,-0.011316968084707633,0.20833333333333334
4.A.1.a.2.I01.D13,5,0.004201620323086689,0.20833333333333334
4.A.1.a.2.I02.D02,1,-0.011589704806111866,0.3333333333333333
4.A.1.a.2.I02.D02,2,0.03856385510300772,0.3333333333333333
4.A.1.a.2.I02.D02,3,-0.016822609567160567,0.3333333333333333
4.A.1.a.2.I02.D02,4,0.005278065215778868,0.3333333333333333
4.A.1.a.2.I02.D02,5,-0.011349748835989387,0.3333333333333333
4.A.1.a.2.I02.D03,1,-0.043775355992924286,0.26666666666666666
4.A.1.a.2.I02.D03,2,-0.03322555892200661,0.26666666666666666
4.A.1.a.2.I02.D03,3,-0.028869688522586725,0.26666666666666666
4.A.1.a.2.I02.D03,4,0.04201111568008849,0.26666666666666666
4.A.1.a.2.I02.D03,5,-0.0016240583472873701,0.26666666666666666
4.A.1.a.2.I02.D04,1,-0.0013949028759178,0.0
4.A.1.a.2.I02.D05,1,-0.03577363454483899,0.4375
4.A.1.a.2.I02.D05,2,0.003605491475498268,0.4375
4.A.1.a.2.I02.D05,3,0.012792647004485277,0.4375
4.A.1.a.2.I02.D05,4,-0.007704327922104663,0.4375
4.A.1.a.2.I02.D05,5,-0.011698080008500438,0.4375
4.A.1.a.2.I02.D06,2,-0.0024508764755923106,0.1111111111111111
4.A.1.a.2.I02.D06,3,-0.05480039279201731,0.1111111111111111
4.A.1.a.2.I02.D06,4,-0.0017883900574706447,0.1111111111111111
4.A.1.a.2.I02.D07,1,0.019303736536885663,0.11538461538461539
4.A.1.a.2.I02.D07,2,0.007495768777326051,0.11538461538461539
4.A.1.a.2.I02.D07,3,0.10282449378809562,0.11538461538461539
4.A.1.a.2.I02.D07,4,-0.04469503419287517,0.11538461538461539
4.A.1.a.2.I02.D07,5,0.009241641130938507,0.11538461538461539
4.A.1.a.2.I02.D09,1,0.14952292314933213,0.25
4.A.1.a.2.I02.D09,2,0.02071482674000498,0.25
4.A.1.a.2.I02.D09,3,0.025187525287380875,0.25
4.A.1.a.2.I02.D09,4,-0.005807057866670361,0.25
4.A.1.a.2.I02.D09,5,0.024731395508880656,0.25
4.A.1.a.2.I02.D10,1,-0.012003376629656158,0.5625
4.A.1.a.2.I02.D10,2,0.004431979078878202,0.5625
4.A.1.a.2.I02.D10,3,-0.012145380394112443,0.5625
4.A.1.a.2.I02.D10,4,0.00630562076971299,0.5625
4.A.1.a.2.I02.D10,5,0.02256669734858803,0.5625
4.A.1.a.2.I02.D12,2,-0.04910885810133179,0.0
4.A.1.a.2.I02.D12,3,-0.01063460601276763,0.0
4.A.1.a.2.I02.D12,4,-0.03291563951108554,0.0
4.A.1.a.2.I02.D12,5,-0.040865212592249504,0.0
4.A.1.a.2.I02.D13,1,0.031500391399236626,0.25
4.A.1.a.2.I02.D13,2,0.0599277623503207,0.25
4.A.1.a.2.I02.D14,1,0.013986183681869383,0.0
4.A.1.a.2.I02.D15,2,0.024069995810083164,0.5
4.A.1.a.2.I02.D15,3,0.03884963249984057,0.5
4.A.1.a.2.I02.D15,4,-0.012346155886224178,0.5
4.A.1.a.2.I02.D16,1,0.019398183995631632,0.375
4.A.1.a.2.I02.D16,2,0.006043108799595294,0.375
4.A.1.a.2.I02.D16,3,0.05024811538754671,0.375
4.A.1.a.2.I02.D16,4,-0.0089698817204001,0.375
4.A.1.a.2.I02.D16,5,0.03705811004647783,0.375
4.A.1.a.2.I02.D17,1,-0.015475395850719458,0.16666666666666666
4.A.1.a.2.I02.D17,2,-0.019496008132564985,0.16666666666666666
4.A.1.a.2.I02.D17,3,-0.03559134630401333,0.16666666666666666
4.A.1.a.2.I02.D17,4,0.008248992573213262,0.16666666666666666
4.A.1.a.2.I02.D17,5,-0.011889657457092575,0.16666666666666666
4.A.1.a.2.I03.D01,1,-0.029659542894609918,0.5
4.A.1.a.2.I03.D01,2,-0.07042964232617006,0.5
4.A.1.a.2.I03.D01,3,-0.10361841223736255,0.5
4.A.1.a.2.I03.D01,4,-0.033362513661862735,0.5
4.A.1.a.2.I03.D01,5,-0.03533617368945233,0.5
4.A.1.a.2.I03.D02,2,-0.049396792991665286,0.5
4.A.1.a.2.I03.D02,3,0.028648635073722537,0.5
4.A.1.a.2.I03.D02,4,-7.291162349011135e-05,0.5
4.A.1.a.2.I03.D02,5,0.013023867839163962,0.5
4.A.1.a.2.I03.D03,1,-0.04647126458149078,0.35714285714285715
4.A.1.a.2.I03.D03,2,0.07677871669536605,0.35714285714285715
4.A.1.a.2.I03.D03,3,0.010582098560484325,0.35714285714285715
4.A.1.a.2.I03.D03,4,-0.014135177550400826,0.35714285714285715
4.A.1.a.2.I03.D03,5,-0.02581923194086077,0.35714285714285715
4.A.1.a.2.I03.D04,2,0.019489738800981295,0.5833333333333334
4.A.1.a.2.I03.D04,3,-0.049577442291808445,0.5833333333333334
4.A.1.a.2.I03.D04,4,-0.016120078452491284,0.5833333333333334
4.A.1.a.2.I03.D04,5,-0.0022017002248467554,0.5833333333333334
4.A.1.a.2.I03.D05,2,-0.04939877043938421,0.5
4.A.1.a.2.I03.D05,3,0.028652374378919876,0.5
4.A.1.a.2.I03.D05,4,-8.47844761900568e-05,0.5
4.A.1.a.2.I03.D05,5,0.01301196596852538,0.5
4.A.1.a.2.I05.D01,1,0.016057886764789007,0.4714285714285714
4.A.1.a.2.I05.D01,2,0.02448754817976862,0.4714285714285714
4.A.1.a.2.I05.D01,3,0.04586683972423957,0.4714285714285714
4.A.1.a.2.I05.D01,4,0.02451058002158866,0.4714285714285714
4.A.1.a.2.I05.D02,3,-0.04795516565004866,0.3888888888888889
4.A.1.a.2.I05.D03,2,0.02589769804746767,0.3181818181818182
4.A.1.a.2.I05.D03,3,0.04847747513070721,0.3181818181818182
4.A.1.a.2.I05.D04,5,0.01793984378089182,0.2
4.A.1.a.2.I05.D05,1,0.007350208597435908,0.07142857142857142
4.A.1.a.2.I05.D05,2,0.02896010030568717,0.07142857142857142
4.A.1.a.2.I05.D06,1,0.02266856951946754,0.25
4.A.1.a.2.I05.D07,1,0.012165469442694051,0.22727272727272727
4.A.1.a.2.I05.D07,2,0.026726534736632144,0.22727272727272727
4.A.1.a.2.I05.D07,3,0.051995888154984314,0.22727272727272727
4.A.1.a.2.I05.D07,4,0.006017358480514065,0.22727272727272727
4.A.1.a.2.I06.D01,1,-0.051824430481591126,0.5769230769230769
4.A.1.a.2.I06.D01,2,-0.04209966926742535,0.5769230769230769
4.A.1.a.2.I06.D01,3,-0.0009605287546387317,0.5769230769230769
4.A.1.a.2.I06.D01,4,0.03044965460861808,0.5769230769230769
4.A.1.a.2.I06.D01,5,0.004587946995961555,0.5769230769230769
4.A.1.a.2.I06.D02,1,0.0128433235207717,0.0
4.A.1.a.2.I06.D02,2,0.0782486423907342,0.0
4.A.1.a.2.I06.D02,3,0.0202612082913449,0.0
4.A.1.a.2.I06.D02,4,0.03461803086197475,0.0
4.A.1.a.2.I06.D03,1,0.031047643123206417,0.1891891891891892
4.A.1.a.2.I06.D03,2,0.05191904462442885,0.1891891891891892
4.A.1.a.2.I06.D03,3,0.07574313045586689,0.1891891891891892
4.A.1.a.2.I06.D03,4,0.0669955980069575,0.1891891891891892
4.A.1.a.2.I06.D04,1,0.037290843075160035,0.0
4.A.1.a.2.I06.D05,1,-0.0001903002710163779,0.07692307692307693
4.A.1.a.2.I06.D05,2,0.04376451758579581,0.07692307692307693
4.A.1.a.2.I06.D05,3,0.02628031167693597,0.07692307692307693
4.A.1.a.2.I06.D05,4,0.009088725306018838,0.07692307692307693
4.A.1.a.2.I06.D05,5,0.03300233113867934,0.07692307692307693
4.A.1.a.2.I06.D06,1,0.017383366834394964,0.11538461538461539
4.A.1.a.2.I06.D06,2,0.00603818123340553,0.11538461538461539
4.A.1.a.2.I06.D06,3,-0.011207946415397416,0.11538461538461539
4.A.1.a.2.I06.D06,4,-0.01778688607455832,0.11538461538461539
4.A.1.a.2.I06.D06,5,-0.013463724724053593,0.11538461538461539
4.A.1.a.2.I06.D07,1,0.024399418427479964,0.3235294117647059
4.A.1.a.2.I07.D01,1,0.007041528265610739,0.125
4.A.1.a.2.I07.D01,4,0.011860009482120131,0.125
4.A.1.a.2.I07.D01,5,0.00805341723552347,0.125
4.A.1.a.2.I07.D02,1,0.01375549055194655,0.08333333333333333
4.A.1.a.2.I07.D02,2,0.10425036743409029,0.08333333333333333
4.A.1.a.2.I07.D02,3,0.06166171303640852,0.08333333333333333
4.A.1.a.2.I07.D05,1,0.01693553428823495,0.05
4.A.1.a.2.I07.D05,2,0.10741065614636058,0.05
4.A.1.a.2.I07.D05,3,0.06242427584368468,0.05
4.A.1.a.2.I07.D05,4,0.09227757298142387,0.05
4.A.1.a.2.I07.D06,1,-0.01220284224840183,0.0
4.A.1.a.2.I07.D06,2,0.09017657593478913,0.0
4.A.1.a.2.I07.D06,3,-0.004007875653371841,0.0
